ID,Date,RRP,Gen_Fcst,Wind_Fcst,Gen_Mac,Gen_Oak,Gen_Chall,Gen_Crow,Gen_Port,Gen_Yamb,Gen_Yal,Gen_Waub,Gen_Total,PPA_Act,Blunt_Act,Sharp_Act,P&L,PPA_Mac,PPA_Oak,PPA_Chall,PPA_Crow,PPA_Port,PPA_Yamb,PPA_Yal,PPA_Waub,RRP_Gen
141,5/20/2021,64.94854167,842.4261415,348.5930645,0,365.0740256,0,0,0,0,0,0,365.0740256,-3728.960294,5800,0,2071.039706,0,-3728.960294,0,0,0,0,0,0,13173.96709
142,5/21/2021,83.39416667,842.4261415,348.5930645,0,33.23226412,0,0,0,0,0,0,33.23226412,-142.5308587,0,0,-142.5308587,0,-142.5308587,0,0,0,0,0,0,1396.12297
143,5/22/2021,51.10770833,842.4261415,348.5930645,0,163.8500101,0,0,0,0,0,0,163.8500101,192.5076975,4050,0,4242.507698,0,192.5076975,0,0,0,0,0,0,7778.763164
144,5/23/2021,39.33416667,842.4261415,348.5930645,0,471.9448569,0,0,0,0,0,0,471.9448569,-6110.888786,1750,0,-4360.888786,0,-6110.888786,0,0,0,0,0,0,15740.15809
145,5/24/2021,23.35291667,842.4261415,348.5930645,0.019350996,1274.842044,0,0,0,0,0,0,1274.861395,-29716.56852,15700,0,-14016.56852,0.081931489,-29716.65045,0,0,0,0,0,0,29309.51405
146,5/25/2021,18.36,842.4261415,348.5930645,419.6803391,1036.281258,0,0,0,0,0,0,1455.961597,-40592.61985,10300,0,-30292.61985,-7518.291128,-33074.32873,0,0,0,0,0,0,26818.40208
147,5/26/2021,43.18041667,842.4261415,348.5930645,376.8140123,862.517399,0,0,0,0,0,0,1239.331411,-26556.67109,7500,0,-19056.67109,-9266.731034,-17289.94006,0,0,0,0,0,0,30824.37325
148,5/27/2021,51.34708333,842.4261415,348.5930645,277.3443938,619.9794006,0,0,0,0,0,0,897.3237944,1435.994639,5600,0,7035.994639,141.9312983,1294.063341,0,0,0,0,0,0,42982.08632
149,5/28/2021,65.416875,842.4261415,348.5930645,125.2828,259.6114795,0,0,0,0,0,0,384.8942795,2104.496012,3000,0,5104.496012,363.458242,1741.03777,0,0,0,0,0,0,19925.10115
150,5/29/2021,63.10770833,842.4261415,348.5930645,108.9815713,145.0987324,0,0,0,0,0,0,254.0803037,4754.22805,0,0,4754.22805,4210.909097,543.3189529,0,0,0,0,0,0,16518.14611
151,5/30/2021,137.4379167,842.4261415,348.5930645,81.70298395,49.63337079,0,0,0,0,0,0,131.3363547,535.0856561,0,0,535.0856561,87.3490067,447.7366494,0,0,0,0,0,0,6615.95888
152,5/31/2021,46.455625,842.4261415,348.5930645,406.5641422,499.936796,0,0,0,0,0,0,906.5009383,-1652.307101,2400,0,747.6928987,-564.3440613,-1087.96304,0,0,0,0,0,0,40318.68634
153,6/1/2021,47.970625,2245.507123,294.8451944,505.6767349,515.1833187,0,0,0,0,0,0,1020.860054,-15868.41219,7650,0,-8218.412189,-5662.545355,-10205.86683,0,0,0,0,0,0,31397.40829
154,6/2/2021,69.939375,2245.507123,294.8451944,276.3603988,194.221007,0,0,0,0,0,0,470.5814058,9574.945049,2550,0,12124.94505,4131.818917,5443.126133,0,0,0,0,0,0,31362.86414
155,6/3/2021,93.88625,2245.507123,294.8451944,117.248291,160.4360526,0,0,0,0,0,0,277.6843436,11385.71688,0,0,11385.71688,4376.257467,7009.459414,0,0,0,0,0,0,24242.50199
156,6/4/2021,74.38541667,2245.507123,294.8451944,159.9219434,368.5758993,0,0,0,0,0,0,528.4978427,1077.585977,6050,0,7127.585977,324.5455714,753.0404053,0,0,0,0,0,0,25547.03609
157,6/5/2021,43.76770833,2245.507123,294.8451944,537.6309364,796.1073936,0,0,0,0,0,0,1333.73833,-19980.02083,9450,0,-10530.02083,-12889.20765,-7090.813185,0,0,0,0,0,0,41772.06385
158,6/6/2021,55.55395833,2245.507123,294.8451944,412.4361839,533.0457558,0,0,0,0,0,0,945.4819397,7649.348437,7700,0,15349.34844,2493.789448,5155.558989,0,0,0,0,0,0,51425.16225
159,6/7/2021,8.952291667,2245.507123,294.8451944,736.4395571,1103.762511,0,0,0,0,0,0,1840.202069,-77441.6586,22950,0,-54491.6586,-32405.22223,-45036.43638,0,0,0,0,0,0,7759.697167
160,6/8/2021,58.893125,2245.507123,294.8451944,302.1629371,506.7375973,0,0,0,0,0,0,808.9005344,-2475.527958,7700,0,5224.472042,-3158.076264,682.5483064,0,0,0,0,0,0,34976.56678
161,6/9/2021,38.1875,2245.507123,294.8451944,841.2635752,1298.79619,0,0,0,0,0,0,2140.059765,-16978.43004,6100,0,-10878.43004,-6749.431735,-10228.9983,0,0,0,0,0,0,82106.33707
162,6/10/2021,56.65520833,2245.507123,294.8451944,629.8333145,1143.494741,0,0,0,0,0,0,1773.328055,5473.708866,5500,0,10973.70887,-1269.335607,6743.044473,0,0,0,0,0,0,87578.79782
163,6/11/2021,95.95479167,2245.507123,294.8451944,67.00068183,121.8120112,0,0,0,0,0,0,188.8126931,2598.66426,0,0,2598.66426,1212.731554,1385.932707,0,0,0,0,0,0,11340.69195
164,6/12/2021,99.04208333,2245.507123,294.8451944,75.52477016,180.3538827,0,0,0,0,0,0,255.8786529,8108.011759,0,0,8108.011759,2607.000984,5501.010775,0,0,0,0,0,0,19955.19339
165,6/13/2021,76.329375,2245.507123,294.8451944,5.889457284,1.721385166,0,0,0,0,0,0,7.61084245,583.0250826,0,0,583.0250826,244.1470668,338.8780157,0,0,0,0,0,0,935.407088
166,6/14/2021,92.11,2245.507123,294.8451944,122.4207968,301.8926887,0,0,0,0,0,0,424.3134855,17459.88103,50,0,17509.88103,5002.931547,12456.94949,0,0,0,0,0,0,37105.59541
167,6/15/2021,108.7122917,2245.507123,294.8451944,215.0779185,756.2865093,0,0,0,0,0,0,971.3644277,62065.75014,1400,0,63465.75014,13620.4313,48445.31884,0,0,0,0,0,0,107039.9231
168,6/16/2021,92.47395833,2245.507123,294.8451944,358.1403594,560.1003158,0,0,0,0,0,0,918.2406751,33475.60036,1050,0,34525.60036,11589.64384,21885.95652,0,0,0,0,0,0,75990.14362
169,6/17/2021,145.7008333,2245.507123,294.8451944,24.1141696,13.13572028,0,0,0,0,0,0,37.24988988,1475.786032,0,0,1475.786032,1226.851869,248.9341632,0,0,0,0,0,0,3200.455934
170,6/18/2021,100.3829167,2245.507123,294.8451944,154.5578647,428.7283372,0,0,0,0,0,0,583.2862018,31444.98465,0,0,31444.98465,7363.16161,24081.82304,0,0,0,0,0,0,58451.13579
171,6/19/2021,99.60458333,2245.507123,294.8451944,150.5860859,378.5348143,0,0,0,0,0,0,529.1209003,28133.28224,0,0,28133.28224,7241.533883,20891.74835,0,0,0,0,0,0,52631.57992
172,6/20/2021,129.175,2245.507123,294.8451944,21.47276635,71.49289378,0,0,0,0,0,0,92.96566012,7660.556054,0,0,7660.556054,1541.211685,6119.344369,0,0,0,0,0,0,11964.86612
173,6/21/2021,247.893125,2245.507123,294.8451944,45.02769374,85.87717239,0,0,0,0,0,0,130.9048661,30144.21283,0,0,30144.21283,4098.076175,26046.13665,0,0,0,0,0,0,36205.10813
174,6/22/2021,108.5960417,2245.507123,294.8451944,336.715971,858.6978447,0,0,0,0,0,0,1195.413816,69851.02969,0,0,69851.02969,21595.87906,48255.15062,0,0,0,0,0,0,125198.6894
175,6/23/2021,79.58125,2245.507123,294.8451944,563.2109394,972.3831449,0,0,0,0,0,0,1535.594084,44677.82748,2100,0,46777.82748,16731.81701,27946.01047,0,0,0,0,0,0,115775.8336
176,6/24/2021,103.6004167,2245.507123,294.8451944,227.8118016,489.434869,0,0,0,0,0,0,717.2466706,36706.70683,0,0,36706.70683,9824.591069,26882.11576,0,0,0,0,0,0,69915.22768
177,6/25/2021,110.9095833,2245.507123,294.8451944,28.39362866,112.1929405,0,0,0,0,0,0,140.5865691,7904.732321,0,0,7904.732321,1458.538355,6446.193965,0,0,0,0,0,0,14413.89047
178,6/26/2021,74.54104167,2245.507123,294.8451944,324.2500974,512.7511418,0,0,0,0,0,0,837.0012392,21138.07109,0,0,21138.07109,8461.571901,12676.49919,0,0,0,0,0,0,59891.22847
179,6/27/2021,100.1395833,2245.507123,294.8451944,55.6968327,118.5834905,0,0,0,0,0,0,174.2803232,2737.065629,0,0,2737.065629,1228.318001,1508.747628,0,0,0,0,0,0,10806.24459
180,6/28/2021,91.76583333,2245.507123,294.8451944,131.6811875,339.356679,0,0,0,0,0,0,471.0378665,22041.99913,0,0,22041.99913,4773.467488,17268.53164,0,0,0,0,0,0,43851.05235
181,6/29/2021,67.30125,2245.507123,294.8451944,305.2378017,763.6818163,0,0,0,0,0,0,1068.919618,22484.44735,0,0,22484.44735,5076.990464,17407.45688,0,0,0,0,0,0,71975.42566
182,6/30/2021,63.24354167,2245.507123,294.8451944,603.1706233,871.6931946,0,0,0,0,0,0,1474.863818,13079.33953,5700,0,18779.33953,6549.288396,6530.051133,0,0,0,0,0,0,81365.53429
183,7/1/2021,87.31520833,2181.20798,181.3004435,172.4613497,273.5450951,121.6570611,225.0486015,60.2025892,75.14373253,67.960815,0,996.0192441,35946.11199,0,13799.78331,49745.8953,5334.61946,9618.944791,4547.133555,9050.427133,2616.4823,2496.29278,2842.056738,0,78736.75744
184,7/2/2021,75.82270833,2181.20798,181.3004435,391.5333022,684.7345121,167.037617,298.0002452,138.8224185,158.381154,119.3967447,0,1957.905994,45337.63781,8600,12606.50539,66544.1432,10186.03763,13204.25719,3140.85251,7469.570302,4080.655196,4041.886349,3214.378628,0,133740.508
185,7/3/2021,65.68791667,2181.20798,181.3004435,378.8923038,421.3034784,106.8978787,159.6739308,102.6747021,188.8457714,114.5444817,0,1472.832547,30135.25881,100,8559.759291,38795.0181,7578.875946,7586.009375,2170.552417,3761.060777,2455.097412,4268.295765,2315.367117,0,96612.18198
186,7/4/2021,55.25854167,2181.20798,181.3004435,374.0719841,764.3836687,129.6855491,256.3729276,224.608746,232.8277557,217.4195785,373.2593286,2572.629538,-6303.27508,12800,42013.51192,48510.23684,-2535.073597,-5280.162303,-429.1170215,-1265.319578,1206.13521,901.3564989,1747.835642,-548.1143454,109965.4385
187,7/5/2021,131.8414583,2181.20798,181.3004435,127.0127733,135.1619812,22.70787851,34.55006285,59.7565567,77.29089549,75.75551103,98.2303827,630.4660417,40614.63025,0,0,40614.63025,9957.022767,9129.601015,1186.162115,2122.290981,4111.083021,6301.518762,5168.346567,2638.605021,70685.29116
188,7/6/2021,263.501875,2181.20798,181.3004435,127.2701421,36.11214889,3.285555,3.556384354,70.17427922,78.09259595,29.20745103,6.845605702,354.5441623,55413.65661,0,0,55413.65661,19504.30935,3558.521885,1023.612032,990.7393065,11676.04203,13560.74847,4190.793316,908.8902127,71771.86836
189,7/7/2021,194.0060417,2181.20798,181.3004435,141.0373657,236.7274738,5.08322295,9.675960229,96.2149513,94.25208867,9.811347,9.164969684,601.9673794,91079.72869,0,0,91079.72869,17513.76015,42277.97545,511.9425776,1733.260544,13309.33636,13890.29832,1101.063996,742.0912956,118896.0889
190,7/8/2021,243.7202083,2181.20798,181.3004435,124.2146288,185.8652704,0.98097285,18.22210061,90.28389864,90.95465983,6.231225,39.77638346,556.5291396,86225.46159,0,0,86225.46159,22937.04885,22576.50946,230.6599481,3787.994003,15516.36619,16194.86611,1145.133323,3836.883709,114356.9211
191,7/9/2021,258.3770833,2181.20798,181.3004435,10.8868366,18.44763416,3.621150975,17.13774021,12.70602389,4.7683749,4.191915,85.40846977,157.1681455,25241.94752,0,0,25241.94752,1734.461105,3374.297841,834.4987716,4413.263866,2024.787936,973.4947582,972.3811075,10914.76213,40799.36989
192,7/10/2021,223.5641667,2181.20798,181.3004435,39.04728728,1.610566378,20.1404521,51.38073065,12.74236065,34.11758298,5.08209,158.9918076,323.1128776,52537.93564,0,0,52537.93564,7082.769892,360.7541615,4456.797006,10903.91729,2183.126287,6076.384612,917.9515999,20556.23479,82993.08447
193,7/11/2021,63.1975,2181.20798,181.3004435,319.3804328,1062.193867,133.8558579,258.2996855,165.0002615,180.6823694,44.04262206,636.8539483,2800.309044,11302.45652,7300,19513.32652,38115.78303,2356.77028,2180.846735,448.8487013,1617.33288,928.3745794,3387.513352,170.0822413,212.6877474,140472.4229
194,7/12/2021,65.44041667,2181.20798,181.3004435,611.1877157,877.322789,208.7782462,385.2105999,227.2667735,311.8266219,144.4575992,593.1476031,3359.197948,10820.67098,23100,7812.140394,41732.81138,1500.573045,-1073.815138,1898.106547,4411.594086,1491.840332,803.8045761,2591.690267,-803.1227316,165763.0929
195,7/13/2021,84.26854167,2181.20798,181.3004435,289.8151047,428.0494613,140.1922856,213.6780765,124.9636135,161.5600707,101.819835,333.5225732,1793.60102,58102.65379,100,2227.306098,60429.95989,8834.839961,14529.36471,4644.432359,8339.620808,4540.105873,5298.421041,3778.139687,8137.729353,144155.563
196,7/14/2021,81.06895833,2181.20798,181.3004435,556.9663925,669.1681664,195.8800947,359.1756704,169.9247879,201.9169744,133.7139961,625.0962942,2911.842377,83069.4687,8500,8316.011652,99885.48036,17710.62737,16605.72462,5934.978712,9573.847118,7285.891318,8751.227716,7710.13469,9497.037157,223644.5648
197,7/15/2021,37.87208333,2181.20798,181.3004435,546.4685095,720.484653,214.244001,365.4685101,235.1182188,289.0095301,177.4879472,424.5318015,2972.813171,-33445.03137,20800,17942.97019,5297.938827,-9230.768359,-6876.299632,-2077.975289,-2112.103164,-3632.810998,-4606.110332,-1256.558583,-3652.405007,99482.22294
198,7/16/2021,44.04291667,2181.20798,181.3004435,659.6414959,955.9302489,245.4732022,395.5200015,279.6696965,316.7971641,201.1050989,574.6668707,3628.803779,-5909.965994,12200,14992.5806,21282.6146,-2275.047906,-1736.068507,-821.1728424,-1993.25177,-170.1643932,306.6044169,112.6616846,666.4733223,157720.3294
199,7/17/2021,19.28333333,2181.20798,181.3004435,715.6353611,1216.428279,232.9129942,360.0258987,346.2393786,503.4818307,250.7477309,821.4405349,4446.912008,-111145.5375,43200,41162.46217,-26783.07532,-22951.47232,-35030.77502,-6160.299721,-7972.242089,-8483.462585,-10746.15553,-6107.470653,-13693.65957,83913.47947
200,7/18/2021,81.588125,2181.20798,181.3004435,200.1418979,331.6436914,64.46493585,107.7371679,166.5391191,275.2969659,101.77128,296.8148088,1544.409867,21398.99759,3200,29617.68211,54216.67969,5168.898394,2188.52758,1196.122468,1580.950123,4063.309848,4999.610697,2019.083992,182.4944872,90767.41096
201,7/19/2021,98.706875,2181.20798,181.3004435,420.8006261,544.7999352,153.9611074,254.2635415,192.7069695,223.2422065,144.8363278,290.7896166,2225.400331,104955.002,2400,7773.432892,115128.4348,19782.49581,25195.99173,8878.289385,15240.99624,9850.545481,10426.89431,7579.559742,8000.229268,210771.0715
202,7/20/2021,54.00875,2181.20798,181.3004435,737.9711824,1047.533059,199.1679975,410.1540559,334.0929391,401.0314845,220.174266,713.1143806,4063.239365,23250.42485,15300,13514.07303,52064.49788,431.8013327,2930.520682,445.5280867,2522.507467,3291.505956,6641.804151,1450.361256,5536.395916,209801.4313
203,7/21/2021,148.4154167,2181.20798,181.3004435,157.9375064,277.1799513,65.62661435,105.4261707,139.1839679,222.2662239,103.3509359,319.4603933,1390.431764,82745.79966,0,0,82745.79966,12136.58786,14970.9917,3460.595082,5582.226367,11958.91909,16069.34175,8869.131589,9698.006236,151986.7085
204,7/22/2021,119.7891667,2181.20798,181.3004435,372.1910741,776.3303772,164.7588491,334.980889,133.2474655,176.1649619,68.918967,601.5667759,2628.15936,179713.4776,0,10789.80327,190503.2808,21087.16662,63739.48985,12540.77663,27085.36171,9052.983965,13686.23358,4627.899928,27893.56527,318686.7107
205,7/23/2021,158.4004167,2181.20798,181.3004435,252.460057,179.5190478,74.82382129,118.7291257,90.33931236,127.3518608,28.951728,244.5378755,1116.712829,89079.10449,0,0,89079.10449,25474.56592,13779.64178,7065.887301,8446.185669,8756.471152,13287.93909,2742.049137,9526.364436,146186.3646
206,7/24/2021,37.95583333,2181.20798,181.3004435,854.168718,1161.454772,285.9911354,395.3344619,302.0594421,425.7935709,231.1865399,748.2972234,4404.285864,-34825.23246,41400,28004.30234,34579.06988,-7885.29998,-9614.510119,-2537.534585,-2768.970325,-2081.406377,-2606.760726,-1101.848502,-6228.901847,164876.4264
207,7/25/2021,21.70979167,2181.20798,181.3004435,764.6454836,1218.437793,186.0281237,368.8919322,325.9317249,357.9139416,261.9283296,553.313817,4037.091145,-88752.72311,34500,17093.18781,-37159.5353,-16813.74558,-30615.18972,-3253.103704,-7174.411117,-6820.587186,-7814.661904,-5973.495348,-10287.52855,89534.54252
208,7/26/2021,39.144375,2181.20798,181.3004435,708.5974284,1083.9555,213.6924967,399.9119109,298.7727913,316.511341,232.5428429,544.8713504,3798.855662,-25069.22396,29800,14869.84805,19600.62409,-3459.974105,-11838.17774,-937.8097597,-1471.520621,-1311.870517,-1052.000097,-796.5305162,-4201.340597,147714.9948
209,7/27/2021,19.97020833,2181.20798,181.3004435,858.1966139,1091.186648,270.1265979,425.499666,306.0701025,458.3426086,228.0563608,732.6266657,4370.105263,-95168.47891,46700,7369.516444,-41098.96247,-20928.49437,-26869.9152,-6370.154821,-9241.241675,-6660.672375,-8972.892275,-4751.619242,-11373.48895,98364.24799
